Annotator,link,question_number,flores_passage,question,dialect,ds,multi-choice_answer,Span,Belebele problem?
Anonymous,https://en.wikivoyage.org/wiki/Hitchhiking_boats,2,"Be assured that once you hit the marinas everything will be pretty obvious. You will meet other boat hitchhikers and they will share their information with you. Basically you'll be putting up notices offering your help, pacing the docks, approaching people cleaning their yachts, trying to make contact with sailors in the bar, etc. Try to talk to as many people as possible. After a while everyone will know you and will give you hints as to which boat is looking for someone.",What should you do around the marinas when searching for a boat that needs help?,eng_Latn,05/03/2023,Make contact with sailors,"Be assured that once you hit the marinas everything will be pretty obvious. You will meet other boat hitchhikers and they will share their information with you. Basically you'll be $!putting up notices offering your help, pacing the docks, approaching people cleaning their yachts, trying to make contact with sailors in the bar!$, etc. Try to talk to as many people as possible. After a while everyone will know you and will give you hints as to which boat is looking for someone.",BB
Anonymous,https://en.wikivoyage.org/wiki/Hong_Kong,1,"Hong Kong Island gives the territory of Hong Kong its name and is the place that many tourists regard as the main focus. The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbour. To get the best views of Hong Kong, leave the island and head for the Kowloon waterfront opposite. The great majority of Hong Kong Island's urban development is densely packed on reclaimed land along the northern shore. This is the place the British colonisers took as their own and so if you are looking for evidence of the territory's colonial past, this is a good place to start.",Which location would appeal to a tourist interested in the island’s colonial history?,eng_Latn,05/03/2023,The Northern shore,"Hong Kong Island gives the territory of Hong Kong its name and is the place that many tourists regard as the main focus. The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbour. To get the best views of Hong Kong, leave the island and head for the Kowloon waterfront opposite. The great majority of Hong Kong Island's urban development is densely packed on reclaimed land along the northern shore. $!This!$ is the place the British colonisers took as their own and so if you are looking for evidence of the territory's colonial past, this is a good place to start.",No
Anonymous,https://en.wikivoyage.org/wiki/Hong_Kong,2,"Hong Kong Island gives the territory of Hong Kong its name and is the place that many tourists regard as the main focus. The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbour. To get the best views of Hong Kong, leave the island and head for the Kowloon waterfront opposite. The great majority of Hong Kong Island's urban development is densely packed on reclaimed land along the northern shore. This is the place the British colonisers took as their own and so if you are looking for evidence of the territory's colonial past, this is a good place to start.",Which location would appeal to a tourist that prioritizes stunning views?,eng_Latn,05/03/2023,The Kowloon waterfront,"Hong Kong Island gives the territory of Hong Kong its name and is the place that many tourists regard as the main focus. The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbour. To get the best views of Hong Kong, leave the island and head for $!the Kowloon waterfront!$ opposite. The great majority of Hong Kong Island's urban development is densely packed on reclaimed land along the northern shore. This is the place the British colonisers took as their own and so if you are looking for evidence of the territory's colonial past, this is a good place to start.",No
Anonymous,https://en.wikivoyage.org/wiki/Horse_riding,1,"Stirrups are supports for the rider's feet that hang down on either side of the saddle. They provide greater stability for the rider but can have safety concerns due to the potential for a rider's feet to get stuck in them. If a rider is thrown from a horse but has a foot caught in the stirrup, they could be dragged if the horse runs away. To minimize this risk, a number of safety precautions can be taken. First, most riders wear riding boots with a heel and a smooth, quite narrow, sole. Next, some saddles, particularly English saddles, have safety bars that allow a stirrup leather to fall off the saddle if pulled backwards by a falling rider.",What do some saddles have that help mitigate the risk of a rider’s foot getting caught in a stirrup?,eng_Latn,05/03/2023,Safety bars,"Stirrups are supports for the rider's feet that hang down on either side of the saddle. They provide greater stability for the rider but can have safety concerns due to the potential for a rider's feet to get stuck in them. If a rider is thrown from a horse but has a foot caught in the stirrup, they could be dragged if the horse runs away. To minimize this risk, a number of safety precautions can be taken. First, most riders wear riding boots with a heel and a smooth, quite narrow, sole. Next, some saddles, particularly English saddles, have $!safety bars!$ that allow a stirrup leather to fall off the saddle if pulled backwards by a falling rider.",No
Anonymous,https://en.wikivoyage.org/wiki/Horse_riding,2,"Stirrups are supports for the rider's feet that hang down on either side of the saddle. They provide greater stability for the rider but can have safety concerns due to the potential for a rider's feet to get stuck in them. If a rider is thrown from a horse but has a foot caught in the stirrup, they could be dragged if the horse runs away. To minimize this risk, a number of safety precautions can be taken. First, most riders wear riding boots with a heel and a smooth, quite narrow, sole. Next, some saddles, particularly English saddles, have safety bars that allow a stirrup leather to fall off the saddle if pulled backwards by a falling rider.",Which feature of a riding boot helps increase the rider’s safety when using stirrups?,eng_Latn,05/03/2023,A heel,"Stirrups are supports for the rider's feet that hang down on either side of the saddle. They provide greater stability for the rider but can have safety concerns due to the potential for a rider's feet to get stuck in them. If a rider is thrown from a horse but has a foot caught in the stirrup, they could be dragged if the horse runs away. To minimize this risk, a number of safety precautions can be taken. First, most riders wear riding boots with $!a heel and a smooth, quite narrow, sole!$. Next, some saddles, particularly English saddles, have safety bars that allow a stirrup leather to fall off the saddle if pulled backwards by a falling rider.",No
Anonymous,https://en.wikivoyage.org/wiki/Hospitality_exchange,1,"A hospitality exchange network is the organization that connects travelers with locals in the cities they are going to visit. Joining such a network usually just requires filling out an online form; although some networks offer or require additional verification. A listing of available hosts is then provided either in print and/or online, sometimes with references and reviews by other travelers. Couchsurfing was founded in January 2004 after computer programmer Casey Fenton found a cheap flight to Iceland but did not have a place to stay. He emailed students at the local university and received an overwhelming number of offers for free accommodation.",What is offered to travelers through hospitality exchange networks?,eng_Latn,05/03/2023,Accommodations with local hosts,"A hospitality exchange network is the organization that connects travelers with locals in the cities they are going to visit. Joining such a network usually just requires filling out an online form; although some networks offer or require additional verification. $!A listing of available hosts!$ is then provided either in print and/or online, sometimes with references and reviews by other travelers. Couchsurfing was founded in January 2004 after computer programmer Casey Fenton found a cheap flight to Iceland but did not have a place to stay. He emailed students at the local university and received an overwhelming number of offers for free accommodation.",No
Anonymous,https://en.wikivoyage.org/wiki/Hostels,2,"Hostels cater primarily to young people – a typical guest is in their twenties – but you can often find older travellers there too. Families with children are a rare sight, but some hostels do allow them in private rooms.","Based on the passage, who is most likely to stay at a hostel?",eng_Latn,05/03/2023,Three 22-year olds traveling together,"Hostels cater primarily to young people – $!a typical guest is in their twenties!$ – but you can often find older travellers there too. Families with children are a rare sight, but some hostels do allow them in private rooms.",No
Anonymous,https://en.wikivoyage.org/wiki/Internet_access,1,"Personal VPN (virtual private network) providers are an excellent way of circumventing both political censorship and commercial IP-geofiltering. They are superior to web proxies for several reasons: They re-route all Internet traffic, not only http. They normally offer higher bandwidth and better quality of service. They are encrypted and thus harder to spy on.",In which scenario would choosing a web proxy over a personal VPN provider be sufficient for the user?,eng_Latn,05/03/2023,The user is primarily rerouting http traffic,X,No
Anonymous,https://en.wikivoyage.org/wiki/Internet_telephony,1,"Because calls are routed over the Internet, you do not need to use a phone company located where you live or where you travel. There is also no requirement that you obtain a local number from the community in which you live; you can obtain a satellite Internet connection in the wilds of Chicken, Alaska and select a number which claims you're in sunny Arizona. Often, you have to buy a global number separately that allows PSTN phones to call you. Where the number is from makes a difference for people calling you.",What allows someone to use a phone company outside of their immediate area?,eng_Latn,05/03/2023,Internet routed calls,"Because calls are routed over $!the Internet!$, you do not need to use a phone company located where you live or where you travel. There is also no requirement that you obtain a local number from the community in which you live; you can obtain a satellite Internet connection in the wilds of Chicken, Alaska and select a number which claims you're in sunny Arizona. Often, you have to buy a global number separately that allows PSTN phones to call you. Where the number is from makes a difference for people calling you.",No
Anonymous,https://en.wikivoyage.org/wiki/Japan%27s_Top_100_Cherry_Blossom_Spots,1,"Cherry blossom viewing, known as hanami, has been a part of Japanese culture since the 8th century. The concept came from China where plum blossoms were the flower of choice. In Japan, the first cherry blossom parties were hosted by the emperor only for himself and other members of the aristocracy around the Imperial Court.",The word hanami refers to the viewing of what?,eng_Latn,05/03/2023,Cherry blossoms,"$!Cherry blossom!$ viewing, known as hanami, has been a part of Japanese culture since the 8th century. The concept came from China where plum blossoms were the flower of choice. In Japan, the first cherry blossom parties were hosted by the emperor only for himself and other members of the aristocracy around the Imperial Court.",No
Anonymous,https://en.wikivoyage.org/wiki/Japan%27s_Top_100_Cherry_Blossom_Spots,2,"Cherry blossom viewing, known as hanami, has been a part of Japanese culture since the 8th century. The concept came from China where plum blossoms were the flower of choice. In Japan, the first cherry blossom parties were hosted by the emperor only for himself and other members of the aristocracy around the Imperial Court.",Who hosted the first parties dedicated to viewing cherry blossoms?,eng_Latn,05/03/2023,Japan's emperor,"Cherry blossom viewing, known as hanami, has been a part of Japanese culture since the 8th century. The concept came from China where plum blossoms were the flower of choice. In Japan, the first cherry blossom parties were hosted by $!the emperor!$ only for himself and other members of the aristocracy around the Imperial Court.",No
Anonymous,https://en.wikivoyage.org/wiki/Kruger_National_Park,2,"The Kruger National Park (KNP) lies in the north-east of South Africa and runs along the border of Mozambique in the east, Zimbabwe in the north, and the southern border is the Crocodile River. The park covers 19,500 km² and is divided in 14 different ecozones, each supporting different wildlife. It is one of the main attractions of South Africa and it is considered the flagship of South African National Parks (SANParks). As with all South African National Parks, there are daily conservation and entry fees for the park. It may also be beneficial for one to buy a Wild Card, which provides entry to either selections of parks in South Africa or all of the South African National Parks.",Which statement does not accurately describe Kruger National Park?,eng_Latn,05/03/2023,It’s the smallest of the South African National Parks,X,No
Anonymous,https://en.wikivoyage.org/wiki/Maori_culture,1,"A Hangi Meal is cooked in a hot pit in the ground. The pit is either heated with hot stones from a fire, or in some places geothermal heat makes areas of ground naturally hot. The hangi is often used to cook a traditional roast style dinner. Several places in Rotorua offer geothermal hangi, while other hangi can be sampled in Christchurch, Wellington and elsewhere.","Based on the information in the passage, which statement about hangi meals is not true?",eng_Latn,05/03/2023,Geothermal hangi utilizes hot stones from a fire to heat the pit,X,No
Anonymous,https://en.wikivoyage.org/wiki/Meteora,1,"While visiting the monasteries, women are required to wear skirts covering the knees and have their shoulders covered, too. Most of the monasteries do provide wraps for women who come unprepared, but if you bring your own, especially one with bright colors, you'll get a smile from the monk or nun at the entrance. Along the same line, men are required to wear trousers covering the knees. This too can be borrowed from the stock at the entrance but that clothing isn't washed after every user so you may not feel comfortable wearing these skirts. One size fits all for men!",What might result in special recognition from a monk or nun?,eng_Latn,05/03/2023,Wearing a brightly covered wrap,"While visiting the monasteries, women are required to wear skirts covering the knees and have their shoulders covered, too. Most of the monasteries do provide wraps for women who come unprepared, but if you $!bring your own, especially one with bright colors!$, you'll get a smile from the monk or nun at the entrance. Along the same line, men are required to wear trousers covering the knees. This too can be borrowed from the stock at the entrance but that clothing isn't washed after every user so you may not feel comfortable wearing these skirts. One size fits all for men!",BB
Anonymous,https://en.wikivoyage.org/wiki/Midnight_sun,1,"If you visit the Arctic or Antarctic areas in the winter you will experience the polar night, which means that the sun doesn't rise above the horizon. This offers a good opportunity to see the Aurora borealis, as the sky will be dark more or less around the clock. As the areas are sparsely populated, and light pollution therefore often not a problem, you will also be able to enjoy the stars.",When would a visitor have the most opportunities to view stars while visiting Antarctic areas?,eng_Latn,05/03/2023,During winter months,"If you visit the Arctic or Antarctic areas $!in the winter!$ you will experience the polar night, which means that the sun doesn't rise above the horizon. This offers a good opportunity to see the Aurora borealis, as the sky will be dark more or less around the clock. As the areas are sparsely populated, and light pollution therefore often not a problem, you will also be able to enjoy the stars.",BB
Anonymous,https://en.wikivoyage.org/wiki/Mobile_phones,1,"In remote locations, without cell phone coverage, a satellite phone may be your only option. A satellite phone is not generally a replacement for a mobile phone, as you have to be outdoors with clear line of sight to the satellite to make a phone call. The service is frequently used by shipping, including pleasure craft, as well as expeditions who have remote data and voice needs. Your local telephone service provider should be able to give more information about connecting to this service.",When would a satellite phone not be a viable replacement for a cell phone?,eng_Latn,05/03/2023,If the sight line to the satellite might be hindered,X,No
Anonymous,https://en.wikivoyage.org/wiki/Mobile_phones,2,"In remote locations, without cell phone coverage, a satellite phone may be your only option. A satellite phone is not generally a replacement for a mobile phone, as you have to be outdoors with clear line of sight to the satellite to make a phone call. The service is frequently used by shipping, including pleasure craft, as well as expeditions who have remote data and voice needs. Your local telephone service provider should be able to give more information about connecting to this service.",When would a satellite phone be preferable to a cell phone?,eng_Latn,05/03/2023,During a boating trip,"$!In remote locations, without cell phone coverage!$, a satellite phone may be your only option. A satellite phone is not generally a replacement for a mobile phone, as you have to be outdoors with clear line of sight to the satellite to make a phone call. The service is frequently used by shipping, including pleasure craft, as well as expeditions who have remote data and voice needs. Your local telephone service provider should be able to give more information about connecting to this service.",No
Anonymous,https://en.wikivoyage.org/wiki/Music_festival_circuit,1,"For some festivals, the vast majority of the attendants to music festivals decide to camp on site, and most attendants consider it a vital part of the experience. If you want to be close to the action you're going to have to get in early to get a camping site close to the music. Remember that even though music on the main stages may have finished, there may be sections of the festival that will keep playing music until late into the night. Some festivals have special camping areas for families with young children.",What aspect of music festivals do some attendants consider to be a crucial part of the experience?,eng_Latn,05/03/2023,Camping on site,"For some festivals, the vast majority of the attendants to music festivals decide $!to camp on site!$, and most attendants consider it a vital part of the experience. If you want to be close to the action you're going to have to get in early to get a camping site close to the music. Remember that even though music on the main stages may have finished, there may be sections of the festival that will keep playing music until late into the night. Some festivals have special camping areas for families with young children.",No
Anonymous,https://en.wikivoyage.org/wiki/Noum%C3%A9a,1,"""The main local beer is 'Number One', it is not a complex beer, but pleasant and refreshing. The other local beer is called """"Manta"""". There are many French wines to be had, but the New Zealand and Australian wines might travel better. The local tap water is perfectly safe to drink, but bottled water is easy to find if you are fearful. For Australians, the idea of 'flat white' coffee is foreign. A short black is 'espresso', cappuccino comes heaped high with cream (not froth), and tea is served without milk. The hot chocolate is up to Belgian standards. Fruit juices are pricey but excellent.""",Budget conscious travelers may want to avoid which type of beverage?,eng_Latn,05/03/2023,Fruit juice,"""The main local beer is 'Number One', it is not a complex beer, but pleasant and refreshing. The other local beer is called """"Manta"""". There are many French wines to be had, but the New Zealand and Australian wines might travel better. The local tap water is perfectly safe to drink, but bottled water is easy to find if you are fearful. For Australians, the idea of 'flat white' coffee is foreign. A short black is 'espresso', cappuccino comes heaped high with cream (not froth), and tea is served without milk. The hot chocolate is up to Belgian standards. $!Fruit juices!$ are pricey but excellent.""",No
Anonymous,https://en.wikivoyage.org/wiki/Paraguay,1,"""The Guaraní were the most significant indigenous group inhabiting what is now Eastern Paraguay, living as semi-nomadic hunters who also practised subsistence agriculture. The Chaco region was home to other groups of indigenous tribes such as the Guaycurú and Payaguá, who survived by hunting, gathering and fishing. In the 16th century Paraguay, formerly called """"The Giant Province of the Indies"""", was born as a result of the encounter of Spanish conquerors with the native indigenous groups. The Spaniards started the colonization period which lasted for three centuries. Since the foundation of Asunción in 1537, Paraguay has managed to keep a lot of its indigenous character and identity.""","Lasting for three centuries, the period of colonization was started by which group?",eng_Latn,05/03/2023,The Spaniards,"""The Guaraní were the most significant indigenous group inhabiting what is now Eastern Paraguay, living as semi-nomadic hunters who also practised subsistence agriculture. The Chaco region was home to other groups of indigenous tribes such as the Guaycurú and Payaguá, who survived by hunting, gathering and fishing. In the 16th century Paraguay, formerly called """"The Giant Province of the Indies"""", was born as a result of the encounter of Spanish conquerors with the native indigenous groups. $!The Spaniards!$ started the colonization period which lasted for three centuries. Since the foundation of Asunción in 1537, Paraguay has managed to keep a lot of its indigenous character and identity.""",No
Anonymous,https://en.wikivoyage.org/wiki/Past_events/Wikimania_2018_Cape_Town_Guidebook,1,"MetroRail has two classes on commuter trains in and around Cape Town: MetroPlus (also called First Class) and Metro (called Third Class). MetroPlus is more comfortable and less crowded but slightly more expensive, though still cheaper than normal metro tickets in Europe. Every train has both MetroPlus and Metro coaches; the MetroPlus coaches are always on the end of the train nearest Cape Town.",What is a benefit of First Class on Cape Town’s MetroRail?,eng_Latn,05/03/2023,Not as many people,"MetroRail has two classes on commuter trains in and around Cape Town: MetroPlus (also called First Class) and Metro (called Third Class). MetroPlus is $!more comfortable and less crowded!$ but slightly more expensive, though still cheaper than normal metro tickets in Europe. Every train has both MetroPlus and Metro coaches; the MetroPlus coaches are always on the end of the train nearest Cape Town.",No
Anonymous,https://en.wikivoyage.org/wiki/Phone_service,1,"Every corner store is filled with a confusing array of pre-paid phone cards that can be used from pay phones or ordinary telephones. While most cards are good for calling anywhere, some specialise in providing favourable call rates to specific groups of countries. Access to these services is often through a toll-free telephone number that can be called from most phones without charge.",Where can prepaid phone cards be purchased?,eng_Latn,05/03/2023,In corner shops,"Every $!corner store!$ is filled with a confusing array of pre-paid phone cards that can be used from pay phones or ordinary telephones. While most cards are good for calling anywhere, some specialise in providing favourable call rates to specific groups of countries. Access to these services is often through a toll-free telephone number that can be called from most phones without charge.",No
Anonymous,https://en.wikivoyage.org/wiki/Phone_service,2,"Every corner store is filled with a confusing array of pre-paid phone cards that can be used from pay phones or ordinary telephones. While most cards are good for calling anywhere, some specialise in providing favourable call rates to specific groups of countries. Access to these services is often through a toll-free telephone number that can be called from most phones without charge.",How are the better call rates offered by some cards accessed?,eng_Latn,05/03/2023,Through toll-free numbers,"Every corner store is filled with a confusing array of pre-paid phone cards that can be used from pay phones or ordinary telephones. While most cards are good for calling anywhere, some specialise in providing favourable call rates to specific groups of countries. Access to these services is often $!through a toll-free telephone number!$ that can be called from most phones without charge.",No
Anonymous,https://en.wikivoyage.org/wiki/Returning_home,1,"While immigration check is usually absent or a formality when you arrive in your homeland, customs control can be a hassle. Make sure you know what you can and cannot bring in and declare anything over the legal limits.","When arriving in your homeland, which process is typically informal?",eng_Latn,05/03/2023,Immigration checks,"While $!immigration check!$ is usually absent or a formality when you arrive in your homeland, customs control can be a hassle. Make sure you know what you can and cannot bring in and declare anything over the legal limits.",No
Anonymous,https://en.wikivoyage.org/wiki/Round_the_world_flights,2,"If you want to fly around the world completely in the Southern Hemisphere, the choice of flights and destinations is limited due to the lack of transoceanic routes. No airline alliance covers all three ocean crossings in the Southern Hemisphere (and SkyTeam covers none of the crossings). However, Star Alliance covers everything except the eastern South Pacific from Santiago de Chile to Tahiti, which is a LATAM Oneworld flight. This flight is not the only option if you want to skip the South Pacific and the west coast of South America. (see below)",Which airline alliance covers the least amount of ocean crossings in the Southern Hemisphere?,eng_Latn,05/03/2023,SkyTeam,"If you want to fly around the world completely in the Southern Hemisphere, the choice of flights and destinations is limited due to the lack of transoceanic routes. No airline alliance covers all three ocean crossings in the Southern Hemisphere (and $!SkyTeam!$ covers none of the crossings). However, Star Alliance covers everything except the eastern South Pacific from Santiago de Chile to Tahiti, which is a LATAM Oneworld flight. This flight is not the only option if you want to skip the South Pacific and the west coast of South America. (see below)",No
Anonymous,https://en.wikivoyage.org/wiki/Running,1,"Internationally, there are nearly 200 running tour organizations. Most of them operate independently. The Global Running Tours successor, Go Running Tours networks dozens of sightrunning providers on four continents. With roots in Barcelona's Running Tours Barcelona and Copenhagen's Running Copenhagen, it was quickly joined by Running Tours Prague based in Prague and others.",Which tour organization succeeded Global Running Tours?,eng_Latn,05/03/2023,Go Running Tours,"Internationally, there are nearly 200 running tour organizations. Most of them operate independently. The Global Running Tours successor, $!Go Running Tours!$ networks dozens of sightrunning providers on four continents. With roots in Barcelona's Running Tours Barcelona and Copenhagen's Running Copenhagen, it was quickly joined by Running Tours Prague based in Prague and others.",BB
Anonymous,https://en.wikivoyage.org/wiki/Safaris,1,"""Safaris are perhaps the greatest tourism draw in Africa and the highlight for many visitors. The term safari in popular use refers to overland travel to view the stunning African wildlife, particularly on savanna. Some animals, such as elephants and giraffes, tend to approach closely to cars and standard equipment will allow good viewing. Lions, cheetahs and leopards are sometimes shy and you will see them better with binoculars. A walking safari (also called a """"bush walk"""", """"hiking safari"""", or going """"footing"""") consists of hiking, either for a few hours or several days.""",What should a tourist do if they are hoping for the clearest possible sighting of a cheetah?,eng_Latn,05/03/2023,Use binoculars,"""Safaris are perhaps the greatest tourism draw in Africa and the highlight for many visitors. The term safari in popular use refers to overland travel to view the stunning African wildlife, particularly on savanna. Some animals, such as elephants and giraffes, tend to approach closely to cars and standard equipment will allow good viewing. Lions, cheetahs and leopards are sometimes shy and you will see them better $!with binoculars!$. A walking safari (also called a """"bush walk"""", """"hiking safari"""", or going """"footing"""") consists of hiking, either for a few hours or several days.""",BB
Anonymous,https://en.wikivoyage.org/wiki/Safaris,2,"""Safaris are perhaps the greatest tourism draw in Africa and the highlight for many visitors. The term safari in popular use refers to overland travel to view the stunning African wildlife, particularly on savanna. Some animals, such as elephants and giraffes, tend to approach closely to cars and standard equipment will allow good viewing. Lions, cheetahs and leopards are sometimes shy and you will see them better with binoculars. A walking safari (also called a """"bush walk"""", """"hiking safari"""", or going """"footing"""") consists of hiking, either for a few hours or several days.""","Based on the passage, which type of animal is a visitor likely to encounter during a safari excursion in a vehicle?",eng_Latn,05/03/2023,Giraffes,"""Safaris are perhaps the greatest tourism draw in Africa and the highlight for many visitors. The term safari in popular use refers to overland travel to view the stunning African wildlife, particularly on savanna. Some animals, such as $!elephants and giraffes!$, tend to approach closely to cars and standard equipment will allow good viewing. Lions, cheetahs and leopards are sometimes shy and you will see them better with binoculars. A walking safari (also called a """"bush walk"""", """"hiking safari"""", or going """"footing"""") consists of hiking, either for a few hours or several days.""",No
Anonymous,https://en.wikivoyage.org/wiki/Smartphone_apps_for_travellers,2,"Real-time text translator apps – applications that are capable of automatically translating whole segments of text from one language into another. Some of the applications in this category can even translate texts in foreign languages on signs or other objects in the real world when the user points the smartphone towards those objects. The translation engines have improved dramatically, and now often give more or less correct translations (and more seldom gibberish), but some care is due, as they still may have gotten it all wrong. One of the most prominent apps in this category is Google Translate, which allows offline translation after downloading the desired language data.",What allows translations to be done offline?,eng_Latn,05/03/2023,Downloading language data,"Real-time text translator apps – applications that are capable of automatically translating whole segments of text from one language into another. Some of the applications in this category can even translate texts in foreign languages on signs or other objects in the real world when the user points the smartphone towards those objects. The translation engines have improved dramatically, and now often give more or less correct translations (and more seldom gibberish), but some care is due, as they still may have gotten it all wrong. One of the most prominent apps in this category is Google Translate, which allows offline translation after $!downloading the desired language data!$.",No
Anonymous,https://en.wikivoyage.org/wiki/South_Asian_cuisine,2,"""A curry is a dish based on herbs and spices, together with either meat or vegetables. A curry can be either """"dry"""" or """"wet"""" depending on the amount of liquid. In inland regions of Northern India and Pakistan, yogurt is commonly used in curries; in Southern India and some other coastal regions of the subcontinent, coconut milk is commonly used.""","In certain regions, coconut milk is sometimes used in place of which ingredient in a curry?",eng_Latn,05/03/2023,Yogurt,"""A curry is a dish based on herbs and spices, together with either meat or vegetables. A curry can be either """"dry"""" or """"wet"""" depending on the amount of liquid. In inland regions of Northern India and Pakistan, $!yogurt!$ is commonly used in curries; in Southern India and some other coastal regions of the subcontinent, coconut milk is commonly used.""",No
Anonymous,https://en.wikivoyage.org/wiki/South_Pole,1,"The South Pole Traverse (or Highway) is a 1600 km trail from McMurdo Station on the Ross Sea to the Pole. It's compacted snow with crevasses filled in and marked by flags. It can only be traveled by specialized tractors, hauling sleds with fuel and supplies. These aren't very nimble so the trail has to take a long swerve around the Transantarctic Mountains to come onto the plateau.",Why is a swerve around the Transantarctic Mountains required to get onto the plateau?,eng_Latn,05/03/2023,The specialized tractors aren’t nimble,"The South Pole Traverse (or Highway) is a 1600 km trail from McMurdo Station on the Ross Sea to the Pole. It's compacted snow with crevasses filled in and marked by flags. It can only be traveled by specialized tractors, hauling sleds with fuel and supplies. $!These aren't very nimble!$ so the trail has to take a long swerve around the Transantarctic Mountains to come onto the plateau.",BB
Anonymous,https://en.wikivoyage.org/wiki/South_Pole,2,"The South Pole Traverse (or Highway) is a 1600 km trail from McMurdo Station on the Ross Sea to the Pole. It's compacted snow with crevasses filled in and marked by flags. It can only be traveled by specialized tractors, hauling sleds with fuel and supplies. These aren't very nimble so the trail has to take a long swerve around the Transantarctic Mountains to come onto the plateau.","Along the South Pole Traverse, what is marked with flags?",eng_Latn,05/03/2023,Crevasses packed with snow,"The South Pole Traverse (or Highway) is a 1600 km trail from McMurdo Station on the Ross Sea to the Pole. It's compacted snow with $!crevasses!$ filled in and marked by flags. It can only be traveled by specialized tractors, hauling sleds with fuel and supplies. These aren't very nimble so the trail has to take a long swerve around the Transantarctic Mountains to come onto the plateau.",No
Anonymous,https://en.wikivoyage.org/wiki/Southern_Africa,1,Entering Southern Africa by car is an amazing way to see all the region's beauty as well as to get to places off the normal tourist routes. This can be done in a normal car with careful planning but a 4x4 is highly advised and many locations are only accessible with a high wheel base 4x4. Keep in mind while planning that although Southern Africa is stable not all neighboring countries are. Visa requirements and costs vary from nation to nation and are affected by the country you come from. Each country also has unique laws requiring what emergency items need to be in the car.,What is not mentioned in the passage as something tourists should be aware of when exploring Southern Africa?,eng_Latn,05/03/2023,Almost all of the countries neighboring Southern Africa are stable,X,No
Anonymous,https://en.wikivoyage.org/wiki/Stay_safe,2,"Carrying for others - Never let your bags out of your sight, especially when you are crossing international borders. You could find yourself being used as a drug carrier without your knowledge, which will land you in a great deal of trouble. This includes waiting in line, as drug-sniffing dogs could be used at any time without notice. Some countries have exceedingly draconian punishments even for first time offenses; these can include prison sentences of over 10 years or death. Unattended bags are a target for theft and can also attract attention from authorities wary of bomb threats.",What is not mentioned in the passage in regard to drug carrying?,eng_Latn,05/03/2023,"Authorities might confiscate your bags, even if you are not carrying drugs",X,No
Anonymous,https://en.wikivoyage.org/wiki/Staycation,1,"Fill your home with a rich coffee in the morning and some relaxing chamomile tea at night. When you're on a staycation, you have the time to treat yourself and take a few extra minutes to brew up something special. If you're feeling more adventurous, take the opportunity to juice or blend up some smoothies: maybe you'll discover a simple beverage that you can make for breakfast when you're back to your daily routine. If you live in a city with a varied drinking culture, go to bars or pubs in neighborhoods you don't frequent.",Which kind of beverage is not mentioned as something to try making at home during a staycation?,eng_Latn,05/03/2023,Beer,X,No
Anonymous,https://en.wikivoyage.org/wiki/Streymoy,1,"The village of Haldarsvík offer views of the nearby island Eysturoy and has an unusual octagonal church. In the churchyard, there are interesting marble sculptures of doves over some tombs. It's worth half an hour to stroll about the intriguing village.",Where are the dove sculptures located?,eng_Latn,05/03/2023,In the churchyard,"The village of Haldarsvík offer views of the nearby island Eysturoy and has an unusual octagonal church. $!In the churchyard!$, there are interesting marble sculptures of doves over some tombs. It's worth half an hour to stroll about the intriguing village.",No
Anonymous,https://en.wikivoyage.org/wiki/Studying_abroad,1,"While you may not need a visa for short visits to certain countries as a tourist or for business, going there as an international student generally requires a longer stay than going there just as a casual tourist. In general, staying in any foreign country for an extended period of time will require you to obtain a visa in advance. Student visas generally have different requirements and application procedures from normal tourist or business visas. For most countries, you will need an offer letter from the institution you wish to study at, and also evidence of funds to support yourself for at least the first year of your course. Check with the institution, as well as the immigration department for the country you wish to study in for detailed requirements.",Which type of visa might require someone to provide proof of sufficient monetary support?,eng_Latn,05/03/2023,Student visa,"While you may not need a visa for short visits to certain countries as a tourist or for business, going there as an international student generally requires a longer stay than going there just as a casual tourist. In general, staying in any foreign country for an extended period of time will require you to obtain a visa in advance. $!Student visas!$ generally have different requirements and application procedures from normal tourist or business visas. For most countries, you will need an offer letter from the institution you wish to study at, and also evidence of funds to support yourself for at least the first year of your course. Check with the institution, as well as the immigration department for the country you wish to study in for detailed requirements.",No
