Annotator,link,question_number,Arabic passage,Arabic Question,Annotated Passage,Belebele problem?,,,,
Anonymous,https://en.wikivoyage.org/wiki/Hong_Kong,2,"تمنح جزيرة هونج كونج إقليم هونج كونج اسمه وهي المكان الذي يعتبره العديد من السائحين قبلتهم. تشبَّه المباني المصطفة التي ترسم أفق هونج كونج بمخطط بياني برّاق يظهر فوق مياه ميناء فيكتوريا. لكي تحظى بأفضل المشاهد لهونج كونج، غادر الجزيرة واتجه إلى واجهة كولون البحرية في الجهة المقابلة. الغالبية العظمى من التنمية الحضرية لجزيرة هونج كونج متمركزةٌ بكثافةٍ على أراضٍ مستصلحة على طول الشاطئ الشمالي. هذا هو المكان الذي اتّخَذَهُ المستعمرون البريطانيون كمكان خاص بهم، وبالتالي إذا كنت تبحث عن دليلٍ على الماضي الاستعماريِّ للمنطقة، فهذا مكانٌ جيدٌ للبدء.",ما هو الموقع الذي قد يروق للسائح الذي يعطي الأولوية للمناظر الخلابة؟,"تمنح جزيرة هونج كونج إقليم هونج كونج اسمه وهي المكان الذي يعتبره العديد من السائحين قبلتهم. تشبَّه المباني المصطفة التي ترسم أفق هونج كونج بمخطط بياني برّاق يظهر فوق مياه ميناء فيكتوريا. لكي تحظى بأفضل المشاهد لهونج كونج، غادر الجزيرة واتجه إلى واجهة $!كولون البحرية في الجهة المقابلة!$. الغالبية العظمى من التنمية الحضرية لجزيرة هونج كونج متمركزةٌ بكثافةٍ على أراضٍ مستصلحة على طول الشاطئ الشمالي. هذا هو المكان الذي اتّخَذَهُ المستعمرون البريطانيون كمكان خاص بهم، وبالتالي إذا كنت تبحث عن دليلٍ على الماضي الاستعماريِّ للمنطقة، فهذا مكانٌ جيدٌ للبدء.",No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Horse_riding,1,"تعتبر الرّكائب دعاماتٍ لأقدام الفارس تتدلّى على جانبيّ السّرج. وهي توفر المزيد من الاستقرار للفارس ولكن يمكن أن تكون لها مخاوف أمان بسبب احتمال أن تعلق أقدام الفارس بها. إذا سقط الخيّال من فوق الحصان لكن بقيت قدمه عالقة في الطوق، قد يتم جره إذا ركض الحصان بعيداً. هناك عدد من الاحتياطات التي يمكن اتخاذها للحد من ذلك الخطر. أولاً، يرتدي معظم الخيالين أحذية ركوب الخيل ذات الكعب والنعل الناعم الضيق للغاية. ثانيًا، تحتوي بعض السروج، وخاصة السروج الإنجليزية، على قضبان أمان تُتيح لفرو الركاب بالسقوط من السرج عند سحبه للخلف عند نزول الراكب.",ما الذي تملكه بعض السروج التي تساعد في التخفيف من خطر وقوع قدم الفارس في ركاب؟,"تعتبر الرّكائب دعاماتٍ لأقدام الفارس تتدلّى على جانبيّ السّرج . وهي توفر المزيد من الاستقرار للفارس ولكن يمكن أن تكون لها مخاوف أمان بسبب احتمال أن تعلق أقدام الفارس بها . إذا سقط الخيّال من فوق الحصان لكن بقيت قدمه عالقة في الطوق، قد يتم جره إذا ركض الحصان بعيداً . هناك عدد من الاحتياطات التي يمكن اتخاذها للحد من ذلك الخطر . أولاً، يرتدي معظم الخيالين أحذية ركوب الخيل ذات الكعب والنعل الناعم الضيق للغاية . ثانيًا، تحتوي بعض السروج، وخاصة السروج الإنجليزية، على $!قضبان أمان!$ تُتيح لفرو الركاب بالسقوط من السرج عند سحبه للخلف عند نزول الراكب .",No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Horse_riding,2,"تعتبر الرّكائب دعاماتٍ لأقدام الفارس تتدلّى على جانبيّ السّرج. وهي توفر المزيد من الاستقرار للفارس ولكن يمكن أن تكون لها مخاوف أمان بسبب احتمال أن تعلق أقدام الفارس بها. إذا سقط الخيّال من فوق الحصان لكن بقيت قدمه عالقة في الطوق، قد يتم جره إذا ركض الحصان بعيداً. هناك عدد من الاحتياطات التي يمكن اتخاذها للحد من ذلك الخطر. أولاً، يرتدي معظم الخيالين أحذية ركوب الخيل ذات الكعب والنعل الناعم الضيق للغاية. ثانيًا، تحتوي بعض السروج، وخاصة السروج الإنجليزية، على قضبان أمان تُتيح لفرو الركاب بالسقوط من السرج عند سحبه للخلف عند نزول الراكب.",ما هي ميزة حذاء الركوب الذي يساعد على زيادة سلامة الفارس عند استخدام الركائب؟,"تعتبر الرّكائب دعاماتٍ لأقدام الفارس تتدلّى على جانبيّ السّرج . وهي توفر المزيد من الاستقرار للفارس ولكن يمكن أن تكون لها مخاوف أمان بسبب احتمال أن تعلق أقدام الفارس بها . إذا سقط الخيّال من فوق الحصان لكن بقيت قدمه عالقة في الطوق، قد يتم جره إذا ركض الحصان بعيداً . هناك عدد من الاحتياطات التي يمكن اتخاذها للحد من ذلك الخطر . أولاً، يرتدي معظم الخيالين أحذية ركوب الخيل ذات $!الكعب والنعل الناعم الضيق للغاية!$ . ثانيًا، تحتوي بعض السروج، وخاصة السروج الإنجليزية، على قضبان أمان تُتيح لفرو الركاب بالسقوط من السرج عند سحبه للخلف عند نزول الراكب .",No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Hospitality_exchange,1,"تمثل شبكة تبادل الضيافة منظمة تربط المسافرين بالسكان المحليين في المدن التي سيزورونها. عادة ما يتطلب الانضمام إلى هكذا شبكة إكمال نموذج عبر الإنترنت رغم أن بعض الشبكات تعرض أو تطلب تحققًا إضافيًا. تُقدم بعد ذلك قائمة بالمستضيفين المتوفيين سواء مطبوعةً و/أو عبر الإنترنت، أحياناً تشمل مراجع وتقييمات من مسافرين آخرين. تم إطلاق منصة Couchsurfing في يناير 2004 عندما لم تتمكن المبرمجة كاسي فينتون من إيجاد مكان للإقامة في أيسلندا بعد إيجاد رحلة طيران رخيصة إلى هناك. أرسل رسائل إلكترونية إلى التلاميذ في الجامعة المحلية واستلم عددًا هائلاً من عروض السكن المجاني.",ما الذي يتم تقديمه للمسافرين من خلال شبكات تبادل الضيافة؟,"تمثل شبكة تبادل الضيافة منظمة تربط المسافرين بالسكان المحليين في المدن التي سيزورونها. عادة ما يتطلب الانضمام إلى هكذا شبكة إكمال نموذج عبر الإنترنت رغم أن بعض الشبكات تعرض أو تطلب تحققًا إضافيًا. تُقدم بعد ذلك $!قائمة بالمستضيفين المتوفيين!$ سواء مطبوعةً و/أو عبر الإنترنت، أحياناً تشمل مراجع وتقييمات من مسافرين آخرين. تم إطلاق منصة Couchsurfing في يناير 2004 عندما لم تتمكن المبرمجة كاسي فينتون من إيجاد مكان للإقامة في أيسلندا بعد إيجاد رحلة طيران رخيصة إلى هناك. أرسل رسائل إلكترونية إلى التلاميذ في الجامعة المحلية واستلم عددًا هائلاً من عروض السكن المجاني.",No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Hostels,2,"تلبي الأنزال حاجات الشباب - فضيفها المعتاد في العشرينيات من عمره - ولكن غالباً ما تجد مسافرين أكبر سناً هناك أيضاً. من النادر أن ترى عائلات لديهم أطفال، لكن تسمح بعض نُزل الشباب بهم في الغرف الخاصة.","بناءً على الفقرة، مَن مِن المرجح أكثر أن يقيم في نزل؟","تلبي الأنزال حاجات الشباب - ف$!ضيفها المعتاد في العشرينيات من عمره!$ - ولكن غالباً ما تجد مسافرين أكبر سناً هناك أيضاً. من النادر أن ترى عائلات لديهم أطفال، لكن تسمح بعض نُزل الشباب بهم في الغرف الخاصة.",No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Internet_access,1,"مقدمي خدمات الشبكة الخاصة الافتراضية الشخصية (VPN) هم وسيلة رائعة لخداع الرقابة السياسية والحجب الجغرافي التجاري لبروتوكول الإنترنت. فهي تتميزعلى بروكسي الويب لعدة أسباب: فهي تعيد توجيه جميع حركات المرور على الإنترنت، وليس فقط عبر بروتوكول نقل النص الفائق. توفر عادة عرض نطاق ترددي أعلى وجودة خدمة أفضل، من الصعب التجسس عليها فهي مشفرة.",في أي سيناريو سيكون اختيار وكيل الويب على مزود خدمات الشبكة الخاصة الافتراضية الشخصية كافياً للمستخدم؟,X,No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Internet_telephony,1,"لن تحتاج إلى استخدام شركة محمول حيث تقيم أو تسافر لأنه يتم توجيه المكالمات من خلال الإنترنت. لا يوجد أيضاً أي شرطٍ للحصول على رقمٍ محلي من المجتمع الذي تعيش فيه؛ يمكنك الحصول على اتصال إنترنت عبر الأقمار الصناعية في براري تشيكن في ألاسكا واختيار رقم يَدّعِي أنك في ولاية أريزونا المشمسة. عادةً، يتعيّن عليك شراء رقم عالمي بشكل منفصل يسمح لهواتف شبكة الهاتف العامّة بالاتصال بك. يُحدث المكان الذي يأتي منه الرّقم فرقاً للأشخاص الذين يتصلون بك.",ما الذي يسمح لشخص ما باستخدام شركة هاتف خارج منطقته المجاورة؟,"لن تحتاج إلى استخدام شركة محمول حيث تقيم أو تسافر لأنه يتم توجيه المكالمات من خلال $!الإنترنت!$ . لا يوجد أيضاً أي شرطٍ للحصول على رقمٍ محلي من المجتمع الذي تعيش فيه؛ يمكنك الحصول على اتصال إنترنت عبر الأقمار الصناعية في براري تشيكن في ألاسكا واختيار رقم يَدّعِي أنك في ولاية أريزونا المشمسة . عادةً، يتعيّن عليك شراء رقم عالمي بشكل منفصل يسمح لهواتف شبكة الهاتف العامّة بالاتصال بك . يُحدث المكان الذي يأتي منه الرّقم فرقاً للأشخاص الذين يتصلون بك .",No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Japan%27s_Top_100_Cherry_Blossom_Spots,1,"تعتبر مشاهدة أزهار الكرز-المعروفة باسم هانامي- جزءاً من الثقافة اليابانية منذ القرن الثامن. جاء المفهوم من الصين حيث كانت أزهار البرقوق هي الأكثر رواجًا. في اليابان، قام الإمبراطور بتنظيم أولى حفلات أزهار الكرز حصراً لنفسه ولأعضاء آخرين من الطبقة النبيلة حول البلاط الإمبراطور.",كلمة هانامي تشير إلى مشاهدة ماذا؟,"تعتبر مشاهدة $!أزهار الكرز!$-المعروفة باسم هانامي- جزءاً من الثقافة اليابانية منذ القرن الثامن. جاء المفهوم من الصين حيث كانت أزهار البرقوق هي الأكثر رواجًا. في اليابان، قام الإمبراطور بتنظيم أولى حفلات أزهار الكرز حصراً لنفسه ولأعضاء آخرين من الطبقة النبيلة حول البلاط الإمبراطور.",No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Japan%27s_Top_100_Cherry_Blossom_Spots,2,"تعتبر مشاهدة أزهار الكرز-المعروفة باسم هانامي- جزءاً من الثقافة اليابانية منذ القرن الثامن. جاء المفهوم من الصين حيث كانت أزهار البرقوق هي الأكثر رواجًا. في اليابان، قام الإمبراطور بتنظيم أولى حفلات أزهار الكرز حصراً لنفسه ولأعضاء آخرين من الطبقة النبيلة حول البلاط الإمبراطور.",من استضاف الحفلات الأولى المخصصة لمشاهدة أزهار الكرز؟,"تعتبر مشاهدة أزهار الكرز-المعروفة باسم هانامي- جزءاً من الثقافة اليابانية منذ القرن الثامن . جاء المفهوم من الصين حيث كانت أزهار البرقوق هي الأكثر رواجًا . في اليابان، قام $!الإمبراطور!$ بتنظيم أولى حفلات أزهار الكرز حصراً لنفسه ولأعضاء آخرين من الطبقة النبيلة حول البلاط الإمبراطور .",No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Kruger_National_Park,2,"يقع منتزه كروغر الوطني (KNP) في شمال شرق جنوب إفريقيا، ويمتد بمحاذاة حدود موزمبيق شرقاً، وزيمبابوي شمالاً، ويحدّه جنوباً نهر كروكودايل. تبلغ مساحة المنتزه 19500 كم مربع وهو ينقسم إلى 14 منطقة بيئية مختلفة، يدعم كلّ منها حياةً بريةً مختلفةً. تُعتبر واحدة من المناطق الجذابة في جنوب إفريقيا كما تعتبر منتزها رئيسياً من المنتزهات الوطنية في جنوب إفريقيا ( منتزهات جنوب إفريقيا الوطنية). يوجد رسوم يومية للحفاظ على المنتزه والدخول إليه،أسوة بجميع المتنزهات الوطنية في جنوب إفريقيا. من الممكن أن يكون مفيداً أن تشتري بطاقة Wild Card، فهي تسمح لك بالدخول إلى مجموعة مختارة من متنزهات جنوب إفريقيا أو جميع متنزهات جنوب إفريقيا الوطنية.",أي جملة لا تصف بدقة حديقة كروجر الوطنية؟,X,No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Maori_culture,1,"""تُطهى """"وجبة هانجي"""" في حفرة ساخنة في الأرض. تسخّن الحفرة إما بالحجارة المسخنة من النار، أو في بعض الأماكن تجعل الطاقة الحرارية الأرضية مناطق من الأرض ساخنةً بشكل طبيعي. غالباً ما يتم استخدام """"الهانجى"""" لطهي عشاء تقليدي مشوي. تقدم عدة أماكن في روتوروا وجبة الهانجي المطهية بسخونة الأرض بينما يمكن تذوق وجبات هانجي أخرى في كرايستشيرش وويلنجتون وأماكن أخرى.""","بناءً على المعلومات الواردة في الفقرة، ما هي العبارة غير الصحيحة حول وجبات هانجي؟",X,No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Meteora,1,"أثناء زيارة الأديرة، يُطلب من النساء ارتداء التنانير التي تغطي الركبتين وتغطية أكتافهن، أيضاً. توفر معظم الأديرة مَلاحِف للنساء اللائي يأتين غير مستعدات، ولكن إذا أحضرتِ الملحفة الخاصة بك، وخاصةً ذات الألوان الزاهية، فسوف تحظين بابتسامة من الراهب أو الراهبة عند المدخل. وعلى غرار ذلك، يُطلب من الرجال ارتداء سراويل تغطي الركبتين يُمكن استعارة هذا أيضاً من المخزن عند المدخل، ولكن لا يتم غسل هذه الملابس بعد كل مستخدم، لذلك قد لا تشعر بالراحة عند ارتداء هذه التنورات. مقاسٌ واحدٌ يناسبُ جميعَ الرِّجَالِ!",ما الذي قد يؤدي إلى اعتراف خاص من راهب أو راهبة؟,"أثناء زيارة الأديرة، يُطلب من النساء ارتداء التنانير التي تغطي الركبتين وتغطية أكتافهن، أيضاً . توفر معظم الأديرة مَلاحِف للنساء اللائي يأتين غير مستعدات، ولكن $!إذا أحضرتِ الملحفة الخاصة بك، وخاصةً ذات الألوان الزاهية!$، فسوف تحظين بابتسامة من الراهب أو الراهبة عند المدخل . وعلى غرار ذلك، يُطلب من الرجال ارتداء سراويل تغطي الركبتين يُمكن استعارة هذا أيضاً من المخزن عند المدخل، ولكن لا يتم غسل هذه الملابس بعد كل مستخدم، لذلك قد لا تشعر بالراحة عند ارتداء هذه التنورات . مقاسٌ واحدٌ يناسبُ جميعَ الرِّجَالِ !",BB,,,,
Anonymous,https://en.wikivoyage.org/wiki/Midnight_sun,1,"إذا قررت زيارة منطقة القطب الشمالي أو القطب الجنوبي في الشتاء، فسوف تجرب الليل القطبي، وهو يعني أن الشمس لا ترتفع فوق الأفق. يُوفّر ذلك فرصةً جيدةً لمشاهدةِ الشفقِ القطبيِّ ، حيث ستكون السماء مظلمةً بصورةٍ أكثر أو أقل على مدار الساعة. بما أن المناطق مأهولة قليلاً والتلوث الضوئي على الأغلب ليس مشكلة، فسوف تتمكن أيضاً من الاستمتاع بمراقبة بالنجوم.",متى ستتاح للزائر أكبر عدد من الفرص لمشاهدة النجوم أثناء زيارة مناطق القطب الجنوبي؟,"إذا قررت زيارة منطقة القطب الشمالي أو القطب الجنوبي $!في الشتاء!$، فسوف تجرب الليل القطبي، وهو يعني أن الشمس لا ترتفع فوق الأفق. يُوفّر ذلك فرصةً جيدةً لمشاهدةِ الشفقِ القطبيِّ ، حيث ستكون السماء مظلمةً بصورةٍ أكثر أو أقل على مدار الساعة. بما أن المناطق مأهولة قليلاً والتلوث الضوئي على الأغلب ليس مشكلة، فسوف تتمكن أيضاً من الاستمتاع بمراقبة بالنجوم.",BB,,,,
Anonymous,https://en.wikivoyage.org/wiki/Mobile_phones,1,"في المواقع البعيدة، مع غياب تغطية الهاتف الخلوي، قد يكون الهاتف المتصل بالقمر الصناعي هو الخيار الوحيد. الهاتف الذي يعمل بالأقمار الصناعية لا يعد عموماً بديلاً عن الهاتف المحمول، إذ يجب أن تكون في الخارج في وجود خط رؤية واضح مع القمر الصناعي لإجراء مكالمةٍ هاتفيةٍ. تُستخدم الخدمة بشكل متكرر من خلال الشحن، بما في ذلك زوارق التنزه، وكذلك البعثات الاستكشافية التي لديها احتياجات للبيانات والصوت عن بعد. لابد من وجود مزوِّد خدمة هاتف محلي قادر على تقديم مزيد من المعلومات عن طرق الاتصال بهذه الخدمة.",متى لن يكون الهاتف عبر الأقمار الصناعية بديلاً قابلاً للتطبيق للهاتف الخلوي؟,X,No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Mobile_phones,2,"في المواقع البعيدة، مع غياب تغطية الهاتف الخلوي، قد يكون الهاتف المتصل بالقمر الصناعي هو الخيار الوحيد. الهاتف الذي يعمل بالأقمار الصناعية لا يعد عموماً بديلاً عن الهاتف المحمول، إذ يجب أن تكون في الخارج في وجود خط رؤية واضح مع القمر الصناعي لإجراء مكالمةٍ هاتفيةٍ. تُستخدم الخدمة بشكل متكرر من خلال الشحن، بما في ذلك زوارق التنزه، وكذلك البعثات الاستكشافية التي لديها احتياجات للبيانات والصوت عن بعد. لابد من وجود مزوِّد خدمة هاتف محلي قادر على تقديم مزيد من المعلومات عن طرق الاتصال بهذه الخدمة.",متى سيكون الهاتف عبر الأقمار الصناعية أفضل من الهاتف الخلوي؟,"$!في المواقع البعيدة، مع غياب تغطية الهاتف الخلوي!$، قد يكون الهاتف المتصل بالقمر الصناعي هو الخيار الوحيد. الهاتف الذي يعمل بالأقمار الصناعية لا يعد عموماً بديلاً عن الهاتف المحمول، إذ يجب أن تكون في الخارج في وجود خط رؤية واضح مع القمر الصناعي لإجراء مكالمةٍ هاتفيةٍ. تُستخدم الخدمة بشكل متكرر من خلال الشحن، بما في ذلك زوارق التنزه، وكذلك البعثات الاستكشافية التي لديها احتياجات للبيانات والصوت عن بعد. لابد من وجود مزوِّد خدمة هاتف محلي قادر على تقديم مزيد من المعلومات عن طرق الاتصال بهذه الخدمة.",No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Music_festival_circuit,1,"بالنسبة لبعض المهرجانات، فإن الغالبية العظمى من الحاضرين في المهرجانات الموسيقية يقررون التخييم في الموقع معتبرين ذلك جزءًا مهمًا من التجربة. إذا أردت أن تقترب من الأحداث، فيجب عليك أن تدخل باكراً وذلك للحصول على موقع تخييم قريب من الموسيقى. تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت، إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل. تضم البعض من المهرجانات مناطق تخييمٍ خاصةٍ للعائلات التي معها أولاد صغار.",ما هو جانب المهرجانات الموسيقية الذي يعتبره بعض الحاضرين جزءاً مهماً من التجربة؟,"بالنسبة لبعض المهرجانات، فإن الغالبية العظمى من الحاضرين في المهرجانات الموسيقية يقررون $!التخييم في الموقع!$ معتبرين ذلك جزءًا مهمًا من التجربة. إذا أردت أن تقترب من الأحداث، فيجب عليك أن تدخل باكراً وذلك للحصول على موقع تخييم قريب من الموسيقى. تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت، إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل. تضم البعض من المهرجانات مناطق تخييمٍ خاصةٍ للعائلات التي معها أولاد صغار.",No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Noum%C3%A9a,1,"""تُعرف البيرة الشعبية الأساسية باسم """"رقم واحد""""، فهي ليست مشروبًا مركبًا، وإنما هي مشروبًا ممتعًا ومنعشًا. وتسمى البيرة المحلية الأخرى """"مانتا"""". أنواع النبيذ الفرنسي متعددة، ولكن النبيذ النيوزيلندي والأسترالي قد يحظيا بانتشار أوسع. مياه الصنبور المحلّيّة صالحة تماماً للشرب، ولكن من السهل إيجاد زجاجات المياه، إن كنت متخوّفاً. بالنسبة للأستراليين، تعد فكرة قهوة """"فلات وايت"""" غريبة. القهوة الصغيرة السوداء هي """"الإسبرسو""""، والكابتشينو يكدس عليه على الأغلب القشدة (وليس الرغوة)، ويتم تقديم الشاي من دون حليب. الشوكولاتة الساخنة متوافقة مع المعايير البلجيكية. عصائر الفاكهة ممتازة على الرغم من أنها باهظة الثمن.""",قد يرغب المسافرون الواعون بالميزانية في تجنب أي نوع من المشروبات؟,"""تُعرف البيرة الشعبية الأساسية باسم """"رقم واحد""""، فهي ليست مشروبًا مركبًا، وإنما هي مشروبًا ممتعًا ومنعشًا. وتسمى البيرة المحلية الأخرى """"مانتا"""". أنواع النبيذ الفرنسي متعددة، ولكن النبيذ النيوزيلندي والأسترالي قد يحظيا بانتشار أوسع. مياه الصنبور المحلّيّة صالحة تماماً للشرب، ولكن من السهل إيجاد زجاجات المياه، إن كنت متخوّفاً. بالنسبة للأستراليين، تعد فكرة قهوة """"فلات وايت"""" غريبة. القهوة الصغيرة السوداء هي """"الإسبرسو""""، والكابتشينو يكدس عليه على الأغلب القشدة (وليس الرغوة)، ويتم تقديم الشاي من دون حليب. الشوكولاتة الساخنة متوافقة مع المعايير البلجيكية. $!عصائر الفاكهة!$ ممتازة على الرغم من أنها باهظة الثمن.""",No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Paraguay,1,"""كانت """"الغواراني"""" أهم مجموعة أصلية تسكن ما يعرف الآن بباراغواي الشرقية، كان يعيش مجموعة """"الغواراني"""" كصيادين شبه رحالة ويمارسون أيضاً زراعةَ الكفاف. كانت منطقة تشاكو موطنًا لمجموعات أخرى من القبائل الأصلية مثل Guaycurú وPayaguá، الذين عاشوا على صيد الحيوانات، وجمع النباتات، وصيد الأسماك. في القرن السادس عشر، نشأت باراغواي، التي كانت تُعرف سابقًا باسم """"المقاطعة العملاقة لجزر الهند"""" نتيجة مواجهة بين الغزاة الإسبان ومجموعات السكان الأصليين. بدأ الإسبان الحقبة الاستعماريّة التي دامت لثلاثة قرون. منذ تأسيس أسونسيون عام 1537، تمكنت باراغواي من الحفاظ على الكثير من طابعها الأصلي وهويته.""","استمرت فترة الاستعمار لثلاثة قرون، وبدأت من قبل أي مجموعة؟","`` كانت `` '' الغواراني '' '' أهم مجموعة أصلية تسكن ما يعرف الآن بباراغواي الشرقية، كان يعيش مجموعة `` '' الغواراني '' '' كصيادين شبه رحالة ويمارسون أيضاً زراعةَ الكفاف . كانت منطقة تشاكو موطنًا لمجموعات أخرى من القبائل الأصلية مثل Guaycurú وPayaguá، الذين عاشوا على صيد الحيوانات، وجمع النباتات، وصيد الأسماك . في القرن السادس عشر، نشأت باراغواي، التي كانت تُعرف سابقًا باسم `` '' المقاطعة العملاقة لجزر الهند '' '' نتيجة مواجهة بين الغزاة الإسبان ومجموعات السكان الأصليين . بدأ $!الإسبان!$ الحقبة الاستعماريّة التي دامت لثلاثة قرون . منذ تأسيس أسونسيون عام 1537، تمكنت باراغواي من الحفاظ على الكثير من طابعها الأصلي وهويته . ''",No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Past_events/Wikimania_2018_Cape_Town_Guidebook,1,تحتوي خدمة مترو ريل على درجتين في قطارات المسافرين من وحول مدينة كيب تاون: مترو بلس (تُدعى أيضًا الدرجة الأولي) ومترو (تُدعى الدرجة الثالثة). درجة متروبلس أكثر راحة وأقل ازدحامًا لكنها أغلى رغم أنها تظل أرخص من تذاكر المترو العادية في أوروبا. يحتوي كل قطار على عربات الدرجة الأولى والدرجة الثالثة؛ تكون عربات الدرجة الأولى دائماً في نهاية القطار الأقرب لمدينة كيب تاون.,ما هي فائدة الدرجة الأولى على مترو ريل في كيب تاون؟,تحتوي خدمة مترو ريل على درجتين في قطارات المسافرين من وحول مدينة كيب تاون: مترو بلس (تُدعى أيضًا الدرجة الأولي) ومترو (تُدعى الدرجة الثالثة). درجة متروبلس $!أكثر راحة وأقل ازدحامًا!$ لكنها أغلى رغم أنها تظل أرخص من تذاكر المترو العادية في أوروبا. يحتوي كل قطار على عربات الدرجة الأولى والدرجة الثالثة؛ تكون عربات الدرجة الأولى دائماً في نهاية القطار الأقرب لمدينة كيب تاون.,No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Phone_service,1,"يحتوي كل متجر بقالة على صف مُربك من بطاقات الهاتف المدفوعة مُقدماً التي يمكن استخدامها في الهواتف العمومية أو في الهواتف العادية. تتخصص بعض البطاقات في تقديم أسعار مكالمات مواتية لمجموعات محددة من البلدان، في حين أن معظم البطاقات جيدة للاتصال بأي مكان. يتم الوصول إلى هذه الخدمات في الأغلب عن طريق رقم هاتف مجاني يمكن الاتصال به من معظم الهواتف مجاناً.",أين يمكن شراء بطاقات الهاتف المدفوعة مسبقاً؟,"يحتوي كل $!متجر بقالة!$ على صف مُربك من بطاقات الهاتف المدفوعة مُقدماً التي يمكن استخدامها في الهواتف العمومية أو في الهواتف العادية. تتخصص بعض البطاقات في تقديم أسعار مكالمات مواتية لمجموعات محددة من البلدان، في حين أن معظم البطاقات جيدة للاتصال بأي مكان. يتم الوصول إلى هذه الخدمات في الأغلب عن طريق رقم هاتف مجاني يمكن الاتصال به من معظم الهواتف مجاناً.",No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Phone_service,2,"يحتوي كل متجر بقالة على صف مُربك من بطاقات الهاتف المدفوعة مُقدماً التي يمكن استخدامها في الهواتف العمومية أو في الهواتف العادية. تتخصص بعض البطاقات في تقديم أسعار مكالمات مواتية لمجموعات محددة من البلدان، في حين أن معظم البطاقات جيدة للاتصال بأي مكان. يتم الوصول إلى هذه الخدمات في الأغلب عن طريق رقم هاتف مجاني يمكن الاتصال به من معظم الهواتف مجاناً.",كيف يتم الوصول إلى أسعار المكالمات الأفضل التي تقدمها بعض البطاقات؟,"يحتوي كل متجر بقالة على صف مُربك من بطاقات الهاتف المدفوعة مُقدماً التي يمكن استخدامها في الهواتف العمومية أو في الهواتف العادية. تتخصص بعض البطاقات في تقديم أسعار مكالمات مواتية لمجموعات محددة من البلدان، في حين أن معظم البطاقات جيدة للاتصال بأي مكان. يتم الوصول إلى هذه الخدمات في الأغلب $!عن طريق رقم هاتف مجاني!$ يمكن الاتصال به من معظم الهواتف مجاناً.",No,,,,
Anonymous,https://en.wikivoyage.org/wiki/Returning_home,1,"ربما تكون مراقبة الجمارك مشكلة، بينما غالباً ما يكون فحص الهجرة غائباً أو إجراءً شكلياً عند وصولك إلى وطنك. تأكد من أنك تعرف ما يمكنك وما لا يمكنك إحضاره والإعلان عن أي شيء يتجاوز الحدود القانونية.","عند وصولك إلى وطنك، ما هي العملية غير الرسمية عادةً؟","ربما تكون مراقبة الجمارك مشكلة، بينما غالباً ما يكون $!فحص الهجرة!$ غائباً أو إجراءً شكلياً عند وصولك إلى وطنك. تأكد من أنك تعرف ما يمكنك وما لا يمكنك إحضاره والإعلان عن أي شيء يتجاوز الحدود القانونية.",No,,,,
